query,ranking,scores,Diversity@10
PLAIN-11,"['MED-3273', 'MED-2506', 'MED-2325', 'MED-3082', 'MED-3069', 'MED-1033', 'MED-1006', 'MED-4746', 'MED-854', 'MED-2711', 'MED-161']","[433.0912600549884, 288.4974322189156, 254.90539444037964, 175.07016162634451, 175.07016162634451, 113.9982268724817, 111.24065047976802, 106.92276845420142, 99.6095112953259, 79.47324713499923, 79.47324713499923]",0.9204437228728417
PLAIN-12,"['MED-73', 'MED-2520', 'MED-2500', 'MED-2506', 'MED-2325', 'MED-571', 'MED-3527', 'MED-4969', 'MED-2518', 'MED-855']","[234.49995302722516, 234.49995302722516, 215.24833103566263, 184.21335287244113, 149.1756689047719, 99.20025226593961, 99.20025226593961, 94.12375036157853, 80.2675178159178, 53.433521047020136]",0.8532042926962506
PLAIN-14,"['MED-2522', 'MED-2293', 'MED-1987', 'MED-5110', 'MED-5067', 'MED-2009', 'MED-4956', 'MED-4802', 'MED-4716', 'MED-1482']","[236.8740720727007, 180.0626829749519, 128.81420561271187, 119.9065546885889, 116.59349075527594, 104.70872342265297, 99.2232473446124, 99.11875339514617, 90.33312254995751, 82.59673003724349]",0.9580338461755756
PLAIN-15,"['MED-76', 'MED-728', 'MED-1096', 'MED-2428', 'MED-727', 'MED-4830', 'MED-3755', 'MED-4966', 'MED-3603', 'MED-4662', 'MED-855']","[284.59263011952964, 221.8630967536407, 186.17690866368392, 171.38765358481163, 153.33642961058177, 142.51311946474584, 122.96713031636851, 114.64464476400076, 87.13894975113568, 83.3976717081407, 73.25518151882348]",0.93005916016895
PLAIN-16,"['MED-2989', 'MED-295', 'MED-2539', 'MED-2988', 'MED-2984', 'MED-2417', 'MED-5', 'MED-4156', 'MED-4155', 'MED-3795']","[373.78594222178134, 372.48409568079256, 358.9216898565792, 358.9216898565792, 208.90572569273897, 203.50494620255753, 203.50494620255753, 178.74691154284085, 178.74691154284085, 118.62355777508948]",0.8496769943233913
PLAIN-17,"['MED-4777', 'MED-81', 'MED-85', 'MED-2986', 'MED-4465', 'MED-1333', 'MED-4444', 'MED-1825', 'MED-4489', 'MED-1028']","[376.06840259761225, 375.9815623376138, 364.2001607404666, 345.96367188112794, 227.6016435101008, 221.62383608075262, 216.6132390572673, 210.42595487685352, 123.2290490366565, 119.96208153216418]",0.9475334480769553
PLAIN-18,"['MED-2578', 'MED-2561', 'MED-2541', 'MED-1077', 'MED-2983', 'MED-1420', 'MED-2249', 'MED-1045', 'MED-1028', 'MED-4746']","[341.18043346884065, 341.18043346884065, 341.18043346884065, 251.3710861590253, 243.09145652015786, 189.927566764064, 187.40775251218983, 183.61292842527837, 113.82738654654185, 103.97927368611357]",0.8723189976990314
PLAIN-19,"['MED-4880', 'MED-1662', 'MED-1516', 'MED-1692', 'MED-2077', 'MED-5248', 'MED-4676', 'MED-317', 'MED-730', 'MED-2175', 'MED-4059']","[411.5629022692907, 212.94856336495243, 169.91902625734775, 162.3156495261668, 162.3156495261668, 125.92643189738907, 125.53801594679621, 108.3121346090939, 100.1878729384505, 94.73647617341038, 93.05624736184687]",0.9452658473025171
PLAIN-20,"['MED-106', 'MED-1092', 'MED-5187', 'MED-4221', 'MED-4241', 'MED-1095', 'MED-4464', 'MED-4465', 'MED-1570', 'MED-4427']","[416.86856115238345, 175.98390547479966, 175.98390547479966, 175.98390547479966, 175.98390547479966, 160.5397979292535, 148.32036354205, 145.74051399484395, 99.2021246443779, 86.24262245683572]",0.812482401076709
PLAIN-21,"['MED-2606', 'MED-4040', 'MED-1605', 'MED-2782', 'MED-317', 'MED-1599', 'MED-851', 'MED-614', 'MED-1947', 'MED-691']","[327.92591195315515, 174.77653453321213, 172.29662622724248, 162.63115824828185, 160.13657189961413, 157.52424887147345, 124.15487525022287, 123.05554499047527, 79.87212580005419, 79.43964959676842]",0.9300809884904602
PLAIN-22,"['MED-2824', 'MED-111', 'MED-2612', 'MED-3000', 'MED-2996', 'MED-2492', 'MED-4899', 'MED-1119', 'MED-2468', 'MED-3528']","[381.60319724053943, 381.60319724053943, 381.60319724053943, 250.7561816768824, 250.7561816768824, 168.7988765689738, 137.7682487172209, 134.39699588745236, 122.96304008693784, 119.73204213123337]",0.8702204515445977
PLAIN-23,"['MED-2629', 'MED-1763', 'MED-1570', 'MED-1267', 'MED-4399', 'MED-4951', 'MED-4899', 'MED-335', 'MED-1843', 'MED-4959', 'MED-4966']","[390.3742370698156, 252.38121160817062, 236.9949395758271, 187.93993151399835, 182.70345848256633, 177.37493362060337, 160.5169812735892, 157.87208472556745, 148.35990316566281, 141.12482838390102, 129.28185064074174]",0.9401029438834942
PLAIN-24,"['MED-2650', 'MED-2633', 'MED-1769', 'MED-4951', 'MED-1272', 'MED-4264', 'MED-335', 'MED-4489', 'MED-1570', 'MED-931']","[313.777984104475, 163.16538040700166, 120.10335068966397, 120.10335068966397, 95.30114213196705, 85.41007143258102, 84.97458860955626, 81.08503424707715, 80.46918422864454, 70.52401307831298]",0.9384969042153453
PLAIN-25,"['MED-2668', 'MED-137', 'MED-2670', 'MED-1500', 'MED-991', 'MED-1501', 'MED-310', 'MED-3945', 'MED-4198', 'MED-3044']","[449.4062185124893, 449.4062185124893, 271.93007745680023, 224.48736225773396, 223.9011412079966, 223.11601316607758, 148.89333086377775, 139.44520799900943, 92.22756378287976, 91.76977943083632]",0.9130407351968693
PLAIN-26,"['MED-141', 'MED-335', 'MED-3499', 'MED-1762', 'MED-5110', 'MED-4355', 'MED-5075', 'MED-4921', 'MED-2074', 'MED-1570']","[233.74796261939625, 183.79180855382182, 183.37121614213999, 180.17094477698373, 151.91433587634347, 101.34000395282011, 100.95029890437166, 62.99386020050413, 61.247851030412235, 59.334437374770815]",0.9687299570861989
PLAIN-27,"['MED-145', 'MED-2678', 'MED-4472', 'MED-317', 'MED-1417', 'MED-558', 'MED-3507', 'MED-3633', 'MED-3044', 'MED-2206']","[561.7435868529915, 561.7435868529915, 306.15631550420153, 256.421292463684, 178.43841554363888, 168.3233221550745, 168.3233221550745, 157.98397675520818, 130.33343131048545, 123.12435731948808]",0.9213723146033418
PLAIN-28,"['MED-150', 'MED-2703', 'MED-151', 'MED-889', 'MED-4524', 'MED-2230', 'MED-4149', 'MED-2188', 'MED-1783', 'MED-4676']","[304.04857515958656, 304.04857515958656, 274.08374305634646, 267.96523356119377, 238.75332687586598, 208.4785987673881, 208.4785987673881, 175.20948135778022, 110.43577549867726, 94.236276747633]",0.9188462423893557
PLAIN-29,"['MED-154', 'MED-2693', 'MED-2680', 'MED-5083', 'MED-5084', 'MED-1783', 'MED-708', 'MED-997', 'MED-1098', 'MED-956']","[288.34568317869815, 288.34568317869815, 288.34568317869815, 231.74797167512833, 196.42993775907448, 127.78939442119623, 111.93338146605475, 77.38230779772708, 77.38230779772708, 73.04285062556684]",0.852515176428589
PLAIN-31,"['MED-160', 'MED-2714', 'MED-3669', 'MED-161', 'MED-3460', 'MED-526', 'MED-2083', 'MED-2618', 'MED-438', 'MED-1846']","[548.6082856037262, 346.0285864893858, 334.55672390171594, 305.3717493067233, 191.2335937064817, 191.2335937064817, 181.55985195310888, 165.49768224833554, 159.43648873290036, 114.23771294915282]",0.8946927904937312
PLAIN-32,"['MED-963', 'MED-4429', 'MED-4175', 'MED-4747', 'MED-4675', 'MED-2284', 'MED-1573', 'MED-2206', 'MED-2074', 'MED-3603']","[432.20873791307366, 401.140094696697, 286.93671309678115, 261.5410147467119, 182.28081460104195, 162.35717994112537, 145.33037399123103, 97.61156960460028, 95.69892423746677, 69.04851931252814]",0.961489443023638
PLAIN-33,"['MED-2717', 'MED-168', 'MED-2716', 'MED-4728', 'MED-1237', 'MED-4264', 'MED-4966', 'MED-4198', 'MED-4127', 'MED-855']","[299.4110174999407, 197.5440683868283, 197.5440683868283, 124.14564627003367, 122.01907836188204, 98.11115696645408, 82.15902568642863, 69.93657982672354, 65.21845650828661, 64.18783381016557]",0.9129649541822716
PLAIN-34,"['MED-2725', 'MED-1488', 'MED-2284', 'MED-326', 'MED-5347', 'MED-4529', 'MED-4533', 'MED-4965', 'MED-2089', 'MED-4399']","[582.9782975823045, 180.32956648531447, 174.70248897260998, 141.0468446584816, 134.11000640637891, 99.51412104410443, 93.56498229662556, 85.6435220951485, 73.04302710314313, 55.508277571668884]",0.9650387104054856
PLAIN-35,"['MED-179', 'MED-4426', 'MED-7', 'MED-2425', 'MED-4451', 'MED-4959', 'MED-4362', 'MED-5110', 'MED-4746', 'MED-4529']","[511.1454107307056, 211.53113537322034, 173.08626248395277, 173.08626248395277, 173.08626248395277, 116.52296539924697, 99.60004746218414, 91.25950524963955, 82.99165615927646, 66.56372595986859]",0.9041432274160577
PLAIN-36,"['MED-2743', 'MED-183', 'MED-2732', 'MED-1801', 'MED-4426', 'MED-733', 'MED-1573', 'MED-1571', 'MED-4355', 'MED-5157', 'MED-5108']","[561.9778298381049, 345.830078632472, 345.830078632472, 265.48268829937837, 206.10545770186076, 169.94212074493345, 160.1108000683942, 141.05097275466773, 119.45142392330239, 91.69646555294233, 77.93964820920056]",0.9264532613891946
PLAIN-37,"['MED-185', 'MED-1162', 'MED-1148', 'MED-2650', 'MED-1169', 'MED-1573', 'MED-855', 'MED-4959', 'MED-559', 'MED-4966', 'MED-853']","[244.82888084134737, 130.087186222032, 121.93145053021009, 114.30111493880685, 109.98251912798472, 64.80772780342674, 60.891810981880994, 56.94659391652208, 54.498842248936235, 52.94033462562396, 49.65119290633019]",0.9321988711522201
PLAIN-38,"['MED-2750', 'MED-839', 'MED-2402', 'MED-5026', 'MED-4959', 'MED-1570', 'MED-4839', 'MED-1267', 'MED-1769', 'MED-4951', 'MED-326']","[292.5626322535947, 236.59939203989387, 230.23185002339397, 226.0802289932484, 140.21120145248454, 137.5430687945165, 110.5547155830018, 103.15870601573624, 101.28316844285547, 101.28316844285547, 93.46238819713041]",0.9054555070386988
PLAIN-40,"['MED-2758', 'MED-4925', 'MED-4369', 'MED-571', 'MED-1119', 'MED-3852', 'MED-4198', 'MED-4676', 'MED-4675', 'MED-4362']","[386.21513776735577, 385.6369867556839, 136.4172068887394, 116.20802204463625, 111.01437973706233, 111.01437973706233, 92.1910991070202, 89.69709300575832, 89.69709300575832, 87.64730587862935]",0.9076967714666873
PLAIN-41,"['MED-1713', 'MED-5299', 'MED-4598', 'MED-3755', 'MED-4806', 'MED-5281', 'MED-1482', 'MED-4676', 'MED-3091', 'MED-1270']","[176.58800658669668, 133.31474915613194, 118.40282680467939, 113.81408547297258, 94.37331007139981, 79.49369517025661, 62.479746443245325, 45.20486251126564, 42.75826418426339, 41.996558344909374]",0.9402735981941143
PLAIN-42,"['MED-1047', 'MED-4443', 'MED-2541', 'MED-2561', 'MED-92', 'MED-3077', 'MED-1987', 'MED-1570', 'MED-1270', 'MED-4966', 'MED-4198']","[212.35515949649346, 118.1773789449974, 117.0265767525205, 117.0265767525205, 117.0265767525205, 115.91517520252222, 94.71796036183171, 87.93857248375359, 83.90122414594877, 82.46034073639665, 78.18275770073988]",0.8889668767519363
PLAIN-43,"['MED-204', 'MED-2774', 'MED-202', 'MED-904', 'MED-4238', 'MED-1595', 'MED-2055', 'MED-2054', 'MED-1820', 'MED-899']","[452.38869814831133, 452.38869814831133, 413.550850326465, 248.62521325040512, 246.43004558535958, 234.11435009886256, 153.1126176200132, 139.54180527752666, 138.94660868955825, 124.6590370085486]",0.8979922316025812
PLAIN-44,"['MED-5000', 'MED-2200', 'MED-2186', 'MED-4838', 'MED-1947', 'MED-2781', 'MED-2249', 'MED-336', 'MED-872', 'MED-1028', 'MED-4091']","[409.11458497344637, 206.03066519462502, 206.03066519462502, 171.95033571025962, 167.61494338571515, 165.30075986646972, 133.0514067652891, 116.68516102771774, 113.82023924804291, 91.93567797078035, 84.15983459450622]",0.8730923593886626
PLAIN-46,"['MED-5137', 'MED-2782', 'MED-4712', 'MED-3640', 'MED-4090', 'MED-727', 'MED-4198', 'MED-4531', 'MED-4529', 'MED-4660', 'MED-1028']","[317.9408106022513, 190.45418303103568, 146.86548957961867, 114.28856820387108, 100.27063494185016, 97.33783910707176, 95.8375392536123, 72.7173155458786, 63.89218110461927, 62.607603230273185, 55.277374444066886]",0.977502341501208
PLAIN-47,"['MED-223', 'MED-2803', 'MED-2281', 'MED-2266', 'MED-4844', 'MED-5125', 'MED-2781', 'MED-4746', 'MED-4320', 'MED-855']","[423.4277745136425, 423.4277745136425, 228.4090469621722, 160.62046675955222, 156.21443992757185, 151.04170226428542, 127.490775204777, 98.55959920513756, 90.07058509618167, 86.35714076680658]",0.9323506922819935
PLAIN-49,"['MED-2314', 'MED-228', 'MED-2781', 'MED-1123', 'MED-1028', 'MED-956', 'MED-3052', 'MED-3039', 'MED-933', 'MED-3602', 'MED-4528']","[392.8016974680378, 376.2479624750533, 209.06437351122437, 164.14767747374114, 112.13578714654432, 99.08331755823346, 85.13185431885313, 85.13185431885313, 74.15197019503876, 73.88037787395933, 70.5571423246856]",0.9268946741939575
PLAIN-50,"['MED-231', 'MED-4320', 'MED-2699', 'MED-2322', 'MED-2630', 'MED-117', 'MED-1788', 'MED-2055', 'MED-4529', 'MED-1769', 'MED-4951']","[515.1952580746429, 160.7044347476104, 149.64899382165507, 111.4684129634765, 98.86096114892354, 98.86096114892354, 98.44311592181894, 74.76927839234854, 62.751444552330305, 60.894363084789276, 60.894363084789276]",0.9360265801927634
PLAIN-51,"['MED-233', 'MED-4346', 'MED-1692', 'MED-2077', 'MED-4320', 'MED-5125', 'MED-2281', 'MED-4675', 'MED-4676', 'MED-1028']","[517.4643332613387, 251.10692046149808, 205.79640039193114, 205.79640039193114, 196.06600697320332, 193.4443676756514, 163.49757058046958, 108.68210090974296, 108.68210090974296, 100.64494801235551]",0.9065075537101287
PLAIN-52,"['MED-3575', 'MED-3887', 'MED-1801', 'MED-1255', 'MED-4355', 'MED-4362', 'MED-4969', 'MED-4965', 'MED-3603', 'MED-3633']","[445.2281893374778, 261.192133350464, 206.31902157629028, 206.31902157629028, 177.83392673363863, 130.60770294772982, 130.60770294772982, 130.60770294772982, 81.61036622561662, 66.22811410959724]",0.8771809774595872
PLAIN-53,"['MED-2878', 'MED-2869', 'MED-3806', 'MED-1774', 'MED-1029', 'MED-2617', 'MED-4370', 'MED-4884', 'MED-1570', 'MED-4531', 'MED-2781']","[229.48571119474772, 96.18773658183895, 81.43749294296869, 79.74334313970911, 75.34746979870674, 75.33925724247668, 74.14955203813777, 63.22625417247549, 50.30073741698064, 46.7104196189043, 45.90112201586162]",0.9547909202563397
PLAIN-54,"['MED-2880', 'MED-4497', 'MED-3640', 'MED-2924', 'MED-4501', 'MED-4500', 'MED-2616', 'MED-4921', 'MED-5209', 'MED-1769']","[352.5650058840401, 133.2525449331355, 118.64315203412268, 110.40580701100302, 97.19550004897762, 97.19550004897762, 85.65716775932124, 77.83563906587095, 65.62378274399745, 61.36979224969547]",0.9220449041795528
PLAIN-55,"['MED-2862', 'MED-2869', 'MED-2889', 'MED-696', 'MED-4385', 'MED-4712', 'MED-5084', 'MED-5142', 'MED-3602', 'MED-2063', 'MED-4198']","[468.32471205090053, 363.30711109131425, 287.77131869996504, 242.42272591004416, 242.42272591004416, 227.8014207269428, 118.48103990868363, 82.92765616967537, 69.71550005314656, 68.37386048179087, 67.87260760358237]",0.9114308050138618
PLAIN-56,"['MED-2897', 'MED-2899', 'MED-2094', 'MED-5172', 'MED-5126', 'MED-3475', 'MED-5023', 'MED-3710', 'MED-4811', 'MED-5076', 'MED-4489']","[388.9912173190351, 183.20788833692308, 155.89755238647794, 132.7145910727625, 129.12438614475113, 123.39782278016082, 108.6380489542385, 98.56165622906596, 80.54307138589111, 69.62811903218493, 68.86973934528703]",0.9772240891331516
PLAIN-57,"['MED-5097', 'MED-4733', 'MED-4737', 'MED-4739', 'MED-4531', 'MED-1570', 'MED-1267', 'MED-4529', 'MED-4490', 'MED-7', 'MED-4966']","[329.9913938466464, 294.91788800462376, 204.4540715645417, 204.4540715645417, 163.79094772869908, 145.79623666084933, 142.0358601510404, 141.79772276886777, 139.5127024431008, 137.51718946681484, 128.7173071170739]",0.9409574235147857
PLAIN-58,"['MED-3465', 'MED-2050', 'MED-2924', 'MED-138', 'MED-2670', 'MED-2746', 'MED-2280', 'MED-4859', 'MED-1570', 'MED-4399']","[526.2000183816243, 332.2752364028586, 232.7162120321204, 181.61249845575833, 181.61249845575833, 167.07382517318342, 159.7079666843161, 154.6097972781213, 107.29998657216315, 91.37986065596536]",0.9401415722705131
PLAIN-59,"['MED-2939', 'MED-5133', 'MED-1663', 'MED-987', 'MED-5142', 'MED-4278', 'MED-557', 'MED-3528', 'MED-4921', 'MED-1769']","[288.6189734357018, 158.88840503667578, 142.63042981409347, 139.7935375275622, 139.36901090088045, 123.16724848464744, 101.91382682495062, 67.31875860494159, 61.26824518464423, 58.88865057873313]",0.9325801039934182
PLAIN-60,"['MED-2943', 'MED-451', 'MED-5335', 'MED-427', 'MED-5142', 'MED-5133', 'MED-1958', 'MED-1307', 'MED-5201', 'MED-4198', 'MED-4966']","[298.5736287632051, 182.79115521948896, 169.7907349742227, 131.30204749596814, 102.25038952607859, 98.1752740442826, 97.79531319074887, 95.57391005454456, 89.8168668472764, 84.64656675009888, 73.15693673754008]",0.9351867488047014
PLAIN-61,"['MED-279', 'MED-2954', 'MED-2692', 'MED-153', 'MED-4203', 'MED-5084', 'MED-2683', 'MED-4712', 'MED-2206', 'MED-4959']","[485.1752819734207, 485.1752819734207, 299.18309436432145, 299.18309436432145, 283.7818377343958, 272.01610629648803, 236.80756370749123, 201.550910279115, 111.18835139835299, 103.12408493164027]",0.8840618859711485
PLAIN-63,"['MED-3734', 'MED-2958', 'MED-3946', 'MED-2957', 'MED-4523', 'MED-3475', 'MED-4198', 'MED-866', 'MED-3800', 'MED-4660']","[231.4889174450985, 231.27132249434334, 209.45811875210413, 178.17163745462614, 178.17163745462614, 123.87085470579109, 93.13284946443605, 60.67447372782242, 58.804177568610704, 54.76550577949875]",0.94659905475154
PLAIN-64,"['MED-522', 'MED-2511', 'MED-67', 'MED-5056', 'MED-2698', 'MED-151', 'MED-2191', 'MED-2491', 'MED-1783', 'MED-1570']","[309.1037444130103, 274.9162757455701, 274.9162757455701, 270.69619588198015, 195.89876418965156, 195.89876418965156, 159.69462543950613, 139.27429921903396, 88.95448449787314, 85.8925221389909]",0.9134657244644762
PLAIN-65,"['MED-286', 'MED-1709', 'MED-1070', 'MED-1998', 'MED-2394', 'MED-1987', 'MED-1020', 'MED-4676', 'MED-4746', 'MED-4198']","[189.60985072834188, 117.6933574701602, 104.40249101214117, 103.68362648829724, 85.7359194265443, 85.34146286901392, 83.47567980377212, 71.618673417765, 40.646033798218056, 38.86549677043211]",0.9633024821803267
PLAIN-66,"['MED-2098', 'MED-4198', 'MED-2897', 'MED-4916', 'MED-5076', 'MED-2071', 'MED-3475', 'MED-2745', 'MED-4660', 'MED-2206', 'MED-4959']","[270.47767410882227, 117.24329302938469, 108.95491242134659, 103.62616762502373, 103.53725164734037, 97.40393421900924, 96.66553816727776, 91.14295177596597, 76.94676993296267, 74.12833119555192, 74.03905848985124]",0.9775154794897621
PLAIN-67,"['MED-2985', 'MED-295', 'MED-2990', 'MED-92', 'MED-2578', 'MED-2541', 'MED-4746', 'MED-2281', 'MED-4198', 'MED-4369']","[414.769790298488, 414.769790298488, 184.75963758545, 141.7161435483864, 141.7161435483864, 141.7161435483864, 83.92315792726389, 81.4862952175788, 75.80840543034185, 70.68305068044226]",0.8656883728564604
PLAIN-68,"['MED-2991', 'MED-5188', 'MED-1633', 'MED-733', 'MED-3603', 'MED-931', 'MED-2468', 'MED-38', 'MED-1761', 'MED-5075']","[432.78426872067297, 162.00042639865342, 157.1125951724705, 151.32597630310462, 69.24964989464138, 63.229838943379036, 61.52735635151411, 61.52735635151411, 55.91844608882267, 44.933156264998296]",0.9279901708297782
PLAIN-69,"['MED-2994', 'MED-3091', 'MED-461', 'MED-3382', 'MED-480', 'MED-895', 'MED-4859', 'MED-2616', 'MED-4490', 'MED-4965']","[220.1697886870065, 131.1051225989644, 110.27833379156118, 95.65608411536023, 95.65608411536023, 78.75157266578488, 74.54533920996833, 52.37336855396497, 52.32743139275866, 51.16151900333635]",0.9385541051534653
PLAIN-70,"['MED-1188', 'MED-1095', 'MED-5248', 'MED-1417', 'MED-855', 'MED-4676', 'MED-4675', 'MED-736', 'MED-4529', 'MED-5343']","[238.77486535774145, 209.12197533784047, 109.14701434553284, 106.34694763178321, 104.93870993037552, 89.07103267913737, 89.07103267913737, 89.05154110507141, 86.45175614859268, 84.89462061082689]",0.9411065161787139
PLAIN-71,"['MED-4609', 'MED-5299', 'MED-4615', 'MED-2526', 'MED-4676', 'MED-4198', 'MED-4956', 'MED-1570', 'MED-4123', 'MED-4746']","[213.54843167267222, 200.17488628519627, 161.36734302969032, 161.36734302969032, 105.00815722125876, 91.9413315448575, 77.50883999704257, 68.50335677020574, 68.13256371438418, 64.89255578981836]",0.9166687353355968
PLAIN-72,"['MED-5099', 'MED-3017', 'MED-2914', 'MED-259', 'MED-1289', 'MED-134', 'MED-1573', 'MED-2485', 'MED-123', 'MED-4490', 'MED-1769']","[345.7730015838449, 304.41747445805413, 291.711825862598, 291.711825862598, 156.2241702138673, 153.27624501817152, 100.56518310413267, 98.36475635483718, 98.36475635483718, 93.74943589481241, 77.04411779893924]",0.8957422874085066
PLAIN-73,"['MED-308', 'MED-5097', 'MED-1267', 'MED-1624', 'MED-1843', 'MED-4490', 'MED-2110', 'MED-855', 'MED-4951', 'MED-1769']","[368.6850050246441, 244.26322621482583, 108.137346415943, 91.80120671844418, 83.4620063504222, 79.77439287828018, 76.87390081725047, 73.52399964786888, 49.82887004296212, 49.82887004296212]",0.9296764704146879
PLAIN-74,"['MED-3050', 'MED-311', 'MED-3055', 'MED-313', 'MED-3052', 'MED-3043', 'MED-5299', 'MED-2281', 'MED-1442', 'MED-855']","[369.2547746639592, 369.2547746639592, 335.7903681112504, 334.0345539216569, 334.0345539216569, 228.61018817436178, 130.41535096900506, 119.83198349030614, 107.29594826038546, 70.94384008779615]",0.8900067209255366
PLAIN-75,"['MED-3055', 'MED-3050', 'MED-3043', 'MED-1108', 'MED-4868', 'MED-2176', 'MED-4198', 'MED-3527', 'MED-571', 'MED-3475', 'MED-4675']","[200.49853119005883, 149.70410107462817, 142.7006445021355, 79.23040783019587, 72.48256037672856, 59.80761049639212, 44.64642858490466, 43.456396621720565, 43.456396621720565, 34.00882337091811, 28.37335034220942]",0.9339414515965858
PLAIN-76,"['MED-3092', 'MED-3090', 'MED-5110', 'MED-3599', 'MED-1168', 'MED-4531', 'MED-4328', 'MED-4746', 'MED-4533', 'MED-4660', 'MED-1731']","[293.7810591863679, 218.8760504479588, 114.88141951803904, 95.65141229187796, 85.10450000179435, 67.0965493105759, 61.0950073881147, 54.47217748855869, 45.943547641587514, 42.99142317061025, 41.483085787330786]",0.9715239177509709
PLAIN-77,"['MED-3079', 'MED-3084', 'MED-2746', 'MED-4426', 'MED-2567', 'MED-4969', 'MED-4362', 'MED-4965', 'MED-1573', 'MED-855', 'MED-38']","[391.06115996528627, 278.0842256320906, 201.0388173847058, 153.63697519279967, 122.44304658860014, 80.68479321906605, 80.68479321906605, 80.68479321906605, 57.46838714464266, 41.938565169391424, 41.714753301458565]",0.8653159063385528
PLAIN-78,"['MED-334', 'MED-332', 'MED-81', 'MED-4747', 'MED-4317', 'MED-426', 'MED-3247', 'MED-1731', 'MED-855', 'MED-4362']","[421.1011064568764, 394.52552425730846, 207.5636405282521, 203.87398856790523, 202.57319340424843, 103.4519001134048, 103.4519001134048, 97.0041710005017, 88.71428715514577, 82.99288087464664]",0.9407086320472994
