query,ranking,scores,Diversity@10
PLAIN-11,"['MED-3273', 'MED-3259', 'MED-2506', 'MED-2325', 'MED-4198', 'MED-1033', 'MED-1006', 'MED-4746', 'MED-854', 'MED-2711']","[433.0912600549884, 433.0912600549884, 288.4974322189156, 254.90539444037964, 135.57118750311946, 113.9982268724817, 111.24065047976802, 106.92276845420142, 99.6095112953259, 79.47324713499923]",0.9098989990756295
PLAIN-12,"['MED-73', 'MED-2506', 'MED-66', 'MED-2138', 'MED-2307', 'MED-4969', 'MED-74', 'MED-2521', 'MED-4183', 'MED-3852', 'MED-1570']","[234.49995302722516, 184.21335287244113, 150.8039677414996, 107.37664618748, 105.05812584654102, 94.12375036157853, 80.76967482289166, 80.76967482289166, 78.17781502530096, 72.4892628443024, 66.65632547025928]",0.911182964463722
PLAIN-14,"['MED-2522', 'MED-4990', 'MED-2001', 'MED-1987', 'MED-2270', 'MED-1065', 'MED-1237', 'MED-1062', 'MED-4956', 'MED-4399', 'MED-2089']","[236.8740720727007, 150.95192266102842, 140.28791715233783, 128.81420561271187, 120.27000589908492, 114.25529728877197, 114.25529728877197, 104.60096286305865, 99.2232473446124, 97.93232688876041, 73.06776795940247]",0.9275161937717196
PLAIN-15,"['MED-76', 'MED-728', 'MED-2428', 'MED-1679', 'MED-3091', 'MED-727', 'MED-4830', 'MED-3755', 'MED-4676', 'MED-5343', 'MED-736']","[284.59263011952964, 221.8630967536407, 171.38765358481163, 168.4826839416257, 159.29564245816536, 153.33642961058177, 142.51311946474584, 122.96713031636851, 110.18133400954166, 93.5825873456569, 71.63581388413408]",0.9315370513203622
PLAIN-16,"['MED-2989', 'MED-2539', 'MED-2984', 'MED-2417', 'MED-5', 'MED-3258', 'MED-438', 'MED-3732', 'MED-3795', 'MED-1820']","[373.78594222178134, 358.9216898565792, 208.90572569273897, 203.50494620255753, 203.50494620255753, 135.36380947144082, 135.36380947144082, 131.36511397713582, 118.62355777508948, 108.97082110410163]",0.8632501746880393
PLAIN-17,"['MED-4777', 'MED-85', 'MED-4465', 'MED-1333', 'MED-4444', 'MED-1825', 'MED-4060', 'MED-4489', 'MED-3795', 'MED-1028']","[376.06840259761225, 364.2001607404666, 227.6016435101008, 221.62383608075262, 216.6132390572673, 210.42595487685352, 149.34609683400475, 123.2290490366565, 120.72591049425861, 119.96208153216418]",0.9435979970559432
PLAIN-18,"['MED-2578', 'MED-1077', 'MED-2985', 'MED-295', 'MED-2986', 'MED-4056', 'MED-4060', 'MED-5075', 'MED-4746', 'MED-1820']","[341.18043346884065, 251.3710861590253, 233.26087281261033, 233.26087281261033, 227.08164359604626, 173.38998230837848, 173.38998230837848, 135.50596179346073, 103.97927368611357, 95.8117766966101]",0.9167477000095763
PLAIN-19,"['MED-4880', 'MED-1662', 'MED-4424', 'MED-1516', 'MED-1692', 'MED-1019', 'MED-730', 'MED-2175', 'MED-5201', 'MED-5142']","[411.5629022692907, 212.94856336495243, 212.94856336495243, 169.91902625734775, 162.3156495261668, 152.3894197169611, 100.1878729384505, 94.73647617341038, 90.14488202378418, 85.52343677218539]",0.9339960458460832
PLAIN-20,"['MED-106', 'MED-1095', 'MED-4464', 'MED-740', 'MED-5109', 'MED-1570', 'MED-1573', 'MED-4427', 'MED-4489', 'MED-5108']","[416.86856115238345, 160.5397979292535, 148.32036354205, 105.64647493767323, 105.64647493767323, 99.2021246443779, 86.78700813990757, 86.24262245683572, 86.14377710283739, 76.62887722214747]",0.9070136558584246
PLAIN-21,"['MED-2606', 'MED-4040', 'MED-1605', 'MED-4071', 'MED-3633', 'MED-851', 'MED-614', 'MED-4041', 'MED-3852', 'MED-1119', 'MED-1947']","[327.92591195315515, 174.77653453321213, 172.29662622724248, 141.72557021946443, 125.41036798821233, 124.15487525022287, 123.05554499047527, 122.91853525944843, 90.36113518969721, 90.36113518969721, 79.87212580005419]",0.927651700952947
PLAIN-22,"['MED-2824', 'MED-3000', 'MED-4156', 'MED-4155', 'MED-1820', 'MED-4899', 'MED-1119', 'MED-3852', 'MED-2468', 'MED-38']","[381.60319724053943, 250.7561816768824, 197.93522416087168, 197.93522416087168, 180.57595889180286, 137.7682487172209, 134.39699588745236, 134.39699588745236, 122.96304008693784, 122.96304008693784]",0.8817910216292134
PLAIN-23,"['MED-2629', 'MED-2917', 'MED-1763', 'MED-1570', 'MED-2087', 'MED-4932', 'MED-4399', 'MED-4490', 'MED-4899', 'MED-335', 'MED-1843']","[390.3742370698156, 325.727569439301, 252.38121160817062, 236.9949395758271, 236.3290726452061, 229.87681467338402, 182.70345848256633, 163.59331094894907, 160.5169812735892, 157.87208472556745, 148.35990316566281]",0.9488140835905139
PLAIN-24,"['MED-2650', 'MED-2623', 'MED-128', 'MED-2478', 'MED-1769', 'MED-1272', 'MED-4264', 'MED-335', 'MED-1843', 'MED-4489']","[313.777984104475, 258.87639287864704, 185.65185692122222, 185.65185692122222, 120.10335068966397, 95.30114213196705, 85.41007143258102, 84.97458860955626, 84.90548030694424, 81.08503424707715]",0.9318636176632511
PLAIN-25,"['MED-2668', 'MED-133', 'MED-2670', 'MED-138', 'MED-1500', 'MED-991', 'MED-3179', 'MED-310', 'MED-3945', 'MED-4198', 'MED-3044']","[449.4062185124893, 410.4864731612467, 271.93007745680023, 271.93007745680023, 224.48736225773396, 223.9011412079966, 214.26478553813573, 148.89333086377775, 139.44520799900943, 92.22756378287976, 91.76977943083632]",0.9156147827674033
PLAIN-26,"['MED-141', 'MED-3499', 'MED-4205', 'MED-2733', 'MED-180', 'MED-4355', 'MED-5075', 'MED-4921', 'MED-2074', 'MED-1570', 'MED-933']","[233.74796261939625, 183.37121614213999, 170.10109477644514, 142.83813420489378, 142.83813420489378, 101.34000395282011, 100.95029890437166, 62.99386020050413, 61.247851030412235, 59.334437374770815, 57.5592201361503]",0.9342538432218285
PLAIN-27,"['MED-145', 'MED-2677', 'MED-146', 'MED-317', 'MED-1417', 'MED-558', 'MED-4540', 'MED-3044', 'MED-1442', 'MED-1570']","[561.7435868529915, 547.1002671419573, 321.89547141843946, 256.421292463684, 178.43841554363888, 168.3233221550745, 157.91277851077072, 130.33343131048545, 125.75538139328417, 105.2101771691167]",0.9548960836335407
PLAIN-28,"['MED-150', 'MED-151', 'MED-889', 'MED-4350', 'MED-1397', 'MED-4524', 'MED-2699', 'MED-2188', 'MED-1783', 'MED-1019', 'MED-4676']","[304.04857515958656, 274.08374305634646, 267.96523356119377, 267.96523356119377, 267.62433911827674, 238.75332687586598, 235.09737239174157, 175.20948135778022, 110.43577549867726, 109.0148163693226, 94.236276747633]",0.9341885216677649
PLAIN-29,"['MED-154', 'MED-2285', 'MED-5084', 'MED-4203', 'MED-3943', 'MED-1783', 'MED-708', 'MED-547', 'MED-3491', 'MED-4198']","[288.34568317869815, 200.87164450618957, 196.42993775907448, 184.0075600103213, 163.49733158797923, 127.78939442119623, 111.93338146605475, 68.11310192322067, 68.11310192322067, 64.36118894690505]",0.9244204343371653
PLAIN-31,"['MED-160', 'MED-2714', 'MED-161', 'MED-4811', 'MED-3460', 'MED-526', 'MED-5370', 'MED-1356', 'MED-2618', 'MED-895', 'MED-1846']","[548.6082856037262, 346.0285864893858, 305.3717493067233, 194.33315329411153, 191.2335937064817, 191.2335937064817, 180.08910023986115, 176.71414224740164, 165.49768224833554, 124.24041885963429, 114.23771294915282]",0.917105281303518
PLAIN-32,"['MED-963', 'MED-4429', 'MED-1889', 'MED-3187', 'MED-4675', 'MED-4676', 'MED-2284', 'MED-4471', 'MED-1573', 'MED-3603']","[432.20873791307366, 401.140094696697, 326.62359619240107, 309.2973017735634, 182.28081460104195, 182.28081460104195, 162.35717994112537, 160.86067222063815, 145.33037399123103, 69.04851931252814]",0.9247684290662107
PLAIN-33,"['MED-2717', 'MED-168', 'MED-2304', 'MED-4728', 'MED-4868', 'MED-4264', 'MED-1987', 'MED-1010', 'MED-4198', 'MED-2281', 'MED-1020']","[299.4110174999407, 197.5440683868283, 145.74122543043725, 124.14564627003367, 105.71994314733124, 98.11115696645408, 94.2305192590824, 78.46916148823837, 69.93657982672354, 68.37960132390862, 66.91541023091436]",0.9388292193497915
PLAIN-34,"['MED-2725', 'MED-2284', 'MED-3599', 'MED-326', 'MED-3082', 'MED-2831', 'MED-2829', 'MED-4529', 'MED-4965', 'MED-4664', 'MED-4399']","[582.9782975823045, 174.70248897260998, 147.48808858798105, 141.0468446584816, 141.0468446584816, 128.09719333430186, 128.09719333430186, 99.51412104410443, 85.6435220951485, 81.91661004473791, 55.508277571668884]",0.9123323378760506
PLAIN-35,"['MED-179', 'MED-180', 'MED-4426', 'MED-3000', 'MED-335', 'MED-7', 'MED-2425', 'MED-4959', 'MED-5108', 'MED-5110']","[511.1454107307056, 370.33685323785414, 211.53113537322034, 180.7189873720687, 173.8654572281848, 173.08626248395277, 173.08626248395277, 116.52296539924697, 96.93236290736716, 91.25950524963955]",0.9100147106171212
PLAIN-36,"['MED-2743', 'MED-4426', 'MED-453', 'MED-1573', 'MED-1571', 'MED-4959', 'MED-4966', 'MED-4489', 'MED-5108', 'MED-2468', 'MED-38']","[561.9778298381049, 206.10545770186076, 181.37172110059515, 160.1108000683942, 141.05097275466773, 117.75152839285288, 109.06887841120015, 90.70998904920211, 77.93964820920056, 60.557245493866645, 60.557245493866645]",0.9138482828893174
PLAIN-37,"['MED-185', 'MED-1144', 'MED-1162', 'MED-1148', 'MED-52', 'MED-2650', 'MED-2629', 'MED-1573', 'MED-4959', 'MED-4966', 'MED-1571']","[244.82888084134737, 138.2056460013612, 130.087186222032, 121.93145053021009, 118.15127638429385, 114.30111493880685, 114.30111493880685, 64.80772780342674, 56.94659391652208, 52.94033462562396, 39.13889782922314]",0.9216895949674675
PLAIN-38,"['MED-2750', 'MED-2402', 'MED-4114', 'MED-1573', 'MED-4959', 'MED-1570', 'MED-2640', 'MED-1987', 'MED-2284', 'MED-1769', 'MED-4951']","[292.5626322535947, 230.23185002339397, 163.7060593870808, 151.5447369814201, 140.21120145248454, 137.5430687945165, 123.46207888963727, 108.359008889584, 101.52606230551807, 101.28316844285547, 101.28316844285547]",0.9424615636320886
PLAIN-40,"['MED-2758', 'MED-4925', 'MED-4873', 'MED-4369', 'MED-1902', 'MED-1119', 'MED-3852', 'MED-4198', 'MED-3019', 'MED-4676', 'MED-4675']","[386.21513776735577, 385.6369867556839, 179.72809742095305, 136.4172068887394, 118.033200317425, 111.01437973706233, 111.01437973706233, 92.1910991070202, 90.2857099316058, 89.69709300575832, 89.69709300575832]",0.9250772394906284
PLAIN-41,"['MED-1713', 'MED-2284', 'MED-1350', 'MED-5299', 'MED-3577', 'MED-2082', 'MED-4806', 'MED-5281', 'MED-5343', 'MED-1270', 'MED-1282']","[176.58800658669668, 167.77255797718416, 152.66683947983773, 133.31474915613194, 121.74628241227225, 116.2384812891826, 94.37331007139981, 79.49369517025661, 62.90045649887182, 41.996558344909374, 41.996558344909374]",0.9386142771500011
PLAIN-42,"['MED-1047', 'MED-2295', 'MED-2924', 'MED-4443', 'MED-2541', 'MED-1216', 'MED-1987', 'MED-4796', 'MED-1570', 'MED-1270']","[212.35515949649346, 187.24701100416848, 163.8488791550849, 118.1773789449974, 117.0265767525205, 98.01336124023747, 94.71796036183171, 92.37598485527297, 87.93857248375359, 83.90122414594877]",0.9509980541725084
PLAIN-43,"['MED-204', 'MED-2774', 'MED-202', 'MED-4899', 'MED-335', 'MED-4399', 'MED-2054', 'MED-5108', 'MED-4664', 'MED-4662']","[452.38869814831133, 452.38869814831133, 413.550850326465, 219.51717512237602, 167.71311540786297, 139.7753295475605, 139.54180527752666, 131.9997357069631, 122.56216506046573, 115.82360071159479]",0.8970294076947419
PLAIN-44,"['MED-5000', 'MED-113', 'MED-2200', 'MED-4838', 'MED-1947', 'MED-2781', 'MED-2249', 'MED-336', 'MED-1028', 'MED-4091']","[409.11458497344637, 392.77439205254944, 206.03066519462502, 171.95033571025962, 167.61494338571515, 165.30075986646972, 133.0514067652891, 116.68516102771774, 91.93567797078035, 84.15983459450622]",0.9198466197304495
PLAIN-46,"['MED-5137', 'MED-2781', 'MED-1947', 'MED-4747', 'MED-5084', 'MED-4437', 'MED-866', 'MED-2322', 'MED-4531', 'MED-4660']","[317.9408106022513, 135.40378210022396, 107.14544922661798, 102.93155046036706, 99.51999194731076, 95.26691930622746, 78.17917183646898, 78.03705910633869, 72.7173155458786, 62.607603230273185]",0.9621172450928624
PLAIN-47,"['MED-223', 'MED-226', 'MED-224', 'MED-2266', 'MED-2781', 'MED-4746', 'MED-956', 'MED-4320', 'MED-438', 'MED-4676']","[423.4277745136425, 356.70618024119847, 182.09000150107263, 160.62046675955222, 127.490775204777, 98.55959920513756, 91.81116533580085, 90.07058509618167, 89.6001969669063, 88.3682892901293]",0.9543749403004693
PLAIN-49,"['MED-2314', 'MED-228', 'MED-2822', 'MED-2781', 'MED-1123', 'MED-4868', 'MED-1843', 'MED-3806', 'MED-3052', 'MED-3039', 'MED-3602']","[392.8016974680378, 376.2479624750533, 376.2479624750533, 209.06437351122437, 164.14767747374114, 119.73954651383183, 96.70435547146398, 89.06495132386378, 85.13185431885313, 85.13185431885313, 73.88037787395933]",0.8921227098636821
PLAIN-50,"['MED-231', 'MED-5000', 'MED-760', 'MED-4320', 'MED-2699', 'MED-3602', 'MED-2630', 'MED-117', 'MED-739', 'MED-1769', 'MED-4951']","[515.1952580746429, 278.13762481048053, 219.22445681926223, 160.7044347476104, 149.64899382165507, 103.08649234797326, 98.86096114892354, 98.86096114892354, 96.12595886390858, 60.894363084789276, 60.894363084789276]",0.9188992453652464
PLAIN-51,"['MED-233', 'MED-760', 'MED-4415', 'MED-4905', 'MED-4346', 'MED-1692', 'MED-4320', 'MED-2281', 'MED-956', 'MED-4675']","[517.4643332613387, 307.46540290972985, 266.3694786741485, 256.08153999790215, 251.10692046149808, 205.79640039193114, 196.06600697320332, 163.49757058046958, 134.70758554021347, 108.68210090974296]",0.9499622103849031
PLAIN-52,"['MED-3575', 'MED-2838', 'MED-1801', 'MED-4355', 'MED-3384', 'MED-482', 'MED-4959', 'MED-3065', 'MED-855', 'MED-4533']","[445.2281893374778, 445.2281893374778, 206.31902157629028, 177.83392673363863, 163.5534039173572, 163.5534039173572, 125.68514406018434, 111.17207886913852, 67.00440235607047, 63.05440190015088]",0.9161980216815362
PLAIN-53,"['MED-2878', 'MED-240', 'MED-2922', 'MED-264', 'MED-2617', 'MED-4540', 'MED-855', 'MED-1570', 'MED-4531', 'MED-2781']","[229.48571119474772, 229.48571119474772, 89.61118150097113, 89.61118150097113, 75.33925724247668, 72.47969012102055, 54.52096489702038, 50.30073741698064, 46.7104196189043, 45.90112201586162]",0.9013179510511189
PLAIN-54,"['MED-2880', 'MED-4384', 'MED-4385', 'MED-696', 'MED-1021', 'MED-4497', 'MED-4501', 'MED-2616', 'MED-5209', 'MED-4884']","[352.5650058840401, 254.93646604102418, 162.36215516498984, 162.36215516498984, 145.00503098182355, 133.2525449331355, 97.19550004897762, 85.65716775932124, 65.62378274399745, 65.408221310141]",0.9432311200210941
PLAIN-55,"['MED-2862', 'MED-2872', 'MED-2869', 'MED-696', 'MED-3740', 'MED-3743', 'MED-5142', 'MED-4675', 'MED-4676', 'MED-3602']","[468.32471205090053, 468.32471205090053, 363.30711109131425, 242.42272591004416, 145.94913648627616, 145.94913648627616, 82.92765616967537, 74.2624156693101, 74.2624156693101, 69.71550005314656]",0.8929417823495938
PLAIN-56,"['MED-2897', 'MED-2899', 'MED-2887', 'MED-694', 'MED-860', 'MED-5172', 'MED-5126', 'MED-3475', 'MED-3710', 'MED-4811']","[388.9912173190351, 183.20788833692308, 183.20788833692308, 144.6101417586668, 144.6101417586668, 132.7145910727625, 129.12438614475113, 123.39782278016082, 98.56165622906596, 80.54307138589111]",0.940800574810933
PLAIN-57,"['MED-5097', 'MED-4947', 'MED-4531', 'MED-1267', 'MED-4839', 'MED-2661', 'MED-1769', 'MED-1272', 'MED-3093', 'MED-557']","[329.9913938466464, 270.8153580314498, 163.79094772869908, 142.0358601510404, 125.66392078487328, 125.39458917103464, 92.25834260037465, 86.78055450325228, 83.61128237494114, 71.07595931058601]",0.9594207239829531
PLAIN-58,"['MED-3465', 'MED-2924', 'MED-138', 'MED-2670', 'MED-2280', 'MED-1720', 'MED-4118', 'MED-5108', 'MED-2086', 'MED-1031']","[526.2000183816243, 232.7162120321204, 181.61249845575833, 181.61249845575833, 159.7079666843161, 151.90193126747116, 125.66796484051986, 118.91264378306674, 101.02169264728005, 98.10893651403143]",0.9393561906441842
PLAIN-59,"['MED-2939', 'MED-5133', 'MED-1663', 'MED-5142', 'MED-5216', 'MED-714', 'MED-4059', 'MED-3528', 'MED-4921', 'MED-4746']","[288.6189734357018, 158.88840503667578, 142.63042981409347, 139.36901090088045, 115.11831401030875, 112.41623293008948, 72.93821996086918, 67.31875860494159, 61.26824518464423, 60.170045196087536]",0.9539044517195142
PLAIN-60,"['MED-2943', 'MED-451', 'MED-5335', 'MED-427', 'MED-3248', 'MED-1207', 'MED-2077', 'MED-1692', 'MED-4746', 'MED-1270', 'MED-1282']","[298.5736287632051, 182.79115521948896, 169.7907349742227, 131.30204749596814, 131.30204749596814, 127.93405268828694, 127.299053742697, 127.299053742697, 87.39585616473124, 78.4399851365359, 78.4399851365359]",0.9173459144369068
PLAIN-61,"['MED-279', 'MED-4203', 'MED-5084', 'MED-4149', 'MED-2683', 'MED-917', 'MED-4944', 'MED-1783', 'MED-2206', 'MED-4959']","[485.1752819734207, 283.7818377343958, 272.01610629648803, 261.3827431909158, 236.80756370749123, 213.33303346134215, 176.83601663542814, 116.71265703481559, 111.18835139835299, 103.12408493164027]",0.9475026820538757
PLAIN-63,"['MED-3734', 'MED-5084', 'MED-3946', 'MED-917', 'MED-148', 'MED-2957', 'MED-708', 'MED-1783', 'MED-866', 'MED-4660']","[231.4889174450985, 209.50903056741308, 209.45811875210413, 193.33481330859138, 189.32262768128612, 178.17163745462614, 116.03910347477724, 111.86183372613802, 60.67447372782242, 54.76550577949875]",0.9544070960055014
PLAIN-64,"['MED-522', 'MED-3451', 'MED-3160', 'MED-2698', 'MED-2491', 'MED-49', 'MED-855', 'MED-4392', 'MED-1783', 'MED-1570']","[309.1037444130103, 309.1037444130103, 309.1037444130103, 195.89876418965156, 139.27429921903396, 139.27429921903396, 95.6088143932233, 93.70842993666929, 88.95448449787314, 85.8925221389909]",0.8706125397892084
PLAIN-65,"['MED-286', 'MED-2973', 'MED-1709', 'MED-1070', 'MED-1062', 'MED-1065', 'MED-1237', 'MED-2009', 'MED-4746', 'MED-4198']","[189.60985072834188, 189.60985072834188, 117.6933574701602, 104.40249101214117, 96.22059433395597, 93.86249856464862, 93.86249856464862, 66.72431823148824, 40.646033798218056, 38.86549677043211]",0.917495308680806
PLAIN-66,"['MED-2098', 'MED-2073', 'MED-4716', 'MED-4198', 'MED-4660', 'MED-2206', 'MED-4959', 'MED-4328', 'MED-1442', 'MED-1570']","[270.47767410882227, 190.64748385468906, 140.42202691270657, 117.24329302938469, 76.94676993296267, 74.12833119555192, 74.03905848985124, 65.85607542783258, 55.532666470525456, 49.86017640631904]",0.9661692540424259
PLAIN-67,"['MED-2985', 'MED-295', 'MED-296', 'MED-2981', 'MED-85', 'MED-2990', 'MED-293', 'MED-4746', 'MED-4139', 'MED-2281']","[414.769790298488, 414.769790298488, 395.3254228913918, 255.4423872122199, 255.4423872122199, 184.75963758545, 184.75963758545, 83.92315792726389, 81.97633922647195, 81.4862952175788]",0.8506139892383694
PLAIN-68,"['MED-2991', 'MED-297', 'MED-923', 'MED-5188', 'MED-733', 'MED-2468', 'MED-38', 'MED-1761', 'MED-4959', 'MED-855']","[432.78426872067297, 432.78426872067297, 165.73868156632253, 162.00042639865342, 151.32597630310462, 61.52735635151411, 61.52735635151411, 55.91844608882267, 53.58389537049285, 36.391952695978176]",0.9049736053971603
PLAIN-69,"['MED-2994', 'MED-299', 'MED-461', 'MED-3382', 'MED-264', 'MED-4859', 'MED-4528', 'MED-4533', 'MED-2206', 'MED-855']","[220.1697886870065, 220.1697886870065, 110.27833379156118, 95.65608411536023, 89.18602647507221, 74.54533920996833, 67.56396012483893, 67.56396012483893, 52.347467797767194, 36.27276726699173]",0.9225406076405741
PLAIN-70,"['MED-1188', 'MED-1047', 'MED-1190', 'MED-1028', 'MED-965', 'MED-5248', 'MED-1417', 'MED-5201', 'MED-4198', 'MED-4529', 'MED-5343']","[238.77486535774145, 237.32492267844964, 192.6226788212128, 145.0295691817684, 141.77461836185438, 109.14701434553284, 106.34694763178321, 97.61226214141567, 93.11137677864171, 86.45175614859268, 84.89462061082689]",0.9453049760637265
PLAIN-71,"['MED-4609', 'MED-5299', 'MED-3718', 'MED-1019', 'MED-4676', 'MED-4675', 'MED-4956', 'MED-4437', 'MED-1570', 'MED-4123']","[213.54843167267222, 200.17488628519627, 147.4803355392206, 122.56134421494322, 105.00815722125876, 105.00815722125876, 77.50883999704257, 74.29310161103227, 68.50335677020574, 68.13256371438418]",0.9237759803083166
PLAIN-72,"['MED-5099', 'MED-3017', 'MED-2914', 'MED-134', 'MED-4531', 'MED-1573', 'MED-2485', 'MED-123', 'MED-4490', 'MED-316', 'MED-1769']","[345.7730015838449, 304.41747445805413, 291.711825862598, 153.27624501817152, 146.5825889590689, 100.56518310413267, 98.36475635483718, 98.36475635483718, 93.74943589481241, 93.67400951861087, 77.04411779893924]",0.9318290581462062
PLAIN-73,"['MED-308', 'MED-3021', 'MED-2902', 'MED-3003', 'MED-4531', 'MED-4490', 'MED-2110', 'MED-2089', 'MED-4951', 'MED-1769']","[368.6850050246441, 220.17071472056625, 220.17071472056625, 220.17071472056625, 126.23000633507425, 79.77439287828018, 76.87390081725047, 75.82988493517996, 49.82887004296212, 49.82887004296212]",0.8462266520814907
PLAIN-74,"['MED-3050', 'MED-3055', 'MED-322', 'MED-3042', 'MED-313', 'MED-316', 'MED-5299', 'MED-4868', 'MED-1442', 'MED-5248', 'MED-855']","[369.2547746639592, 335.7903681112504, 335.7903681112504, 335.7903681112504, 334.0345539216569, 204.55572283752582, 130.41535096900506, 115.2931227990156, 107.29594826038546, 78.15584745629114, 70.94384008779615]",0.8795198624621744
PLAIN-75,"['MED-3055', 'MED-322', 'MED-3043', 'MED-3056', 'MED-1108', 'MED-4822', 'MED-4868', 'MED-2206', 'MED-4959', 'MED-4675']","[200.49853119005883, 200.49853119005883, 142.7006445021355, 142.7006445021355, 79.23040783019587, 79.01433417460049, 72.48256037672856, 37.792311452937014, 35.837381921597924, 28.37335034220942]",0.896577846983056
PLAIN-76,"['MED-3092', 'MED-3090', 'MED-5110', 'MED-3599', 'MED-4811', 'MED-4531', 'MED-727', 'MED-4533', 'MED-4528', 'MED-4660', 'MED-1573']","[293.7810591863679, 218.8760504479588, 114.88141951803904, 95.65141229187796, 73.82591915606758, 67.0965493105759, 48.6213441356476, 45.943547641587514, 45.943547641587514, 42.99142317061025, 41.48224095666463]",0.9466586175666638
PLAIN-77,"['MED-3079', 'MED-2746', 'MED-4426', 'MED-421', 'MED-3790', 'MED-2567', 'MED-5110', 'MED-1570', 'MED-4959', 'MED-855', 'MED-38']","[391.06115996528627, 201.0388173847058, 153.63697519279967, 130.08579919708922, 130.08579919708922, 122.44304658860014, 90.76963837318077, 63.64683809883507, 56.640992804398465, 41.938565169391424, 41.714753301458565]",0.8962207768961258
PLAIN-78,"['MED-334', 'MED-332', 'MED-81', 'MED-2526', 'MED-4490', 'MED-1731', 'MED-855', 'MED-4915', 'MED-4362', 'MED-4969']","[421.1011064568764, 394.52552425730846, 207.5636405282521, 187.9723574971085, 123.55214755834, 97.0041710005017, 88.71428715514577, 88.04875752280475, 82.99288087464664, 82.99288087464664]",0.9417392318049576
