query,ranking,scores,Diversity@10
PLAIN-11,"['MED-3273', 'MED-2509', 'MED-64', 'MED-2506', 'MED-2325', 'MED-2138', 'MED-1378', 'MED-1773', 'MED-3309', 'MED-4746']","[433.0912600549884, 330.6358168778309, 330.6358168778309, 288.4974322189156, 254.90539444037964, 235.46098033354073, 184.4076172503113, 168.76027608955587, 154.84475591344915, 106.92276845420142]",0.8887659807796168
PLAIN-12,"['MED-73', 'MED-2500', 'MED-2506', 'MED-2138', 'MED-2307', 'MED-571', 'MED-2518', 'MED-1570', 'MED-4264', 'MED-855']","[234.49995302722516, 215.24833103566263, 184.21335287244113, 107.37664618748, 105.05812584654102, 99.20025226593961, 80.2675178159178, 66.65632547025928, 63.91934358759151, 53.433521047020136]",0.9199534239787042
PLAIN-14,"['MED-2522', 'MED-4990', 'MED-1987', 'MED-5110', 'MED-5067', 'MED-5071', 'MED-2009', 'MED-4399', 'MED-4716', 'MED-1482']","[236.8740720727007, 150.95192266102842, 128.81420561271187, 119.9065546885889, 116.59349075527594, 116.59349075527594, 104.70872342265297, 97.93232688876041, 90.33312254995751, 82.59673003724349]",0.9389321784768433
PLAIN-15,"['MED-76', 'MED-3091', 'MED-4830', 'MED-2315', 'MED-4806', 'MED-5343', 'MED-3603', 'MED-4662', 'MED-855', 'MED-736']","[284.59263011952964, 159.29564245816536, 142.51311946474584, 121.22289364443635, 98.62918971897945, 93.5825873456569, 87.13894975113568, 83.3976717081407, 73.25518151882348, 71.63581388413408]",0.9624006934843983
PLAIN-16,"['MED-2989', 'MED-2539', 'MED-3548', 'MED-92', 'MED-2561', 'MED-2417', 'MED-3732', 'MED-3795', 'MED-1820', 'MED-4236']","[373.78594222178134, 358.9216898565792, 277.32486569899305, 270.5915784535518, 270.5915784535518, 203.50494620255753, 131.36511397713582, 118.62355777508948, 108.97082110410163, 105.53219478826445]",0.9178415473563973
PLAIN-17,"['MED-4777', 'MED-85', 'MED-4319', 'MED-2986', 'MED-4465', 'MED-1333', 'MED-4444', 'MED-4489', 'MED-3795', 'MED-1028', 'MED-4118']","[376.06840259761225, 364.2001607404666, 364.2001607404666, 345.96367188112794, 227.6016435101008, 221.62383608075262, 216.6132390572673, 123.2290490366565, 120.72591049425861, 119.96208153216418, 118.6852408046079]",0.9221360394952711
PLAIN-18,"['MED-2578', 'MED-2561', 'MED-2985', 'MED-295', 'MED-2986', 'MED-1420', 'MED-2249', 'MED-5075', 'MED-1028', 'MED-1820']","[341.18043346884065, 341.18043346884065, 233.26087281261033, 233.26087281261033, 227.08164359604626, 189.927566764064, 187.40775251218983, 135.50596179346073, 113.82738654654185, 95.8117766966101]",0.8937670262716643
PLAIN-19,"['MED-4880', 'MED-1516', 'MED-317', 'MED-3046', 'MED-730', 'MED-2175', 'MED-4059', 'MED-5201', 'MED-4839', 'MED-5142']","[411.5629022692907, 169.91902625734775, 108.3121346090939, 108.3121346090939, 100.1878729384505, 94.73647617341038, 93.05624736184687, 90.14488202378418, 88.60045578764402, 85.52343677218539]",0.9328459141152861
PLAIN-20,"['MED-106', 'MED-1095', 'MED-740', 'MED-5109', 'MED-3569', 'MED-1573', 'MED-4427', 'MED-4489', 'MED-5108', 'MED-1731']","[416.86856115238345, 160.5397979292535, 105.64647493767323, 105.64647493767323, 102.8272342268241, 86.78700813990757, 86.24262245683572, 86.14377710283739, 76.62887722214747, 74.03724547174653]",0.9187269857529475
PLAIN-21,"['MED-2606', 'MED-107', 'MED-1605', 'MED-317', 'MED-3046', 'MED-851', 'MED-614', 'MED-3634', 'MED-5119', 'MED-1947']","[327.92591195315515, 327.92591195315515, 172.29662622724248, 160.13657189961413, 160.13657189961413, 124.15487525022287, 123.05554499047527, 123.05554499047527, 85.69601351650712, 79.87212580005419]",0.8846436754331788
PLAIN-22,"['MED-2824', 'MED-3000', 'MED-1811', 'MED-1942', 'MED-4156', 'MED-1820', 'MED-4928', 'MED-2492', 'MED-51', 'MED-2468', 'MED-3528']","[381.60319724053943, 250.7561816768824, 217.1790224938727, 201.87779670470988, 197.93522416087168, 180.57595889180286, 177.0397282822099, 168.7988765689738, 168.7988765689738, 122.96304008693784, 119.73204213123337]",0.9316609739874673
PLAIN-23,"['MED-2629', 'MED-1763', 'MED-1267', 'MED-4399', 'MED-4951', 'MED-1769', 'MED-4490', 'MED-3087', 'MED-3063', 'MED-1274', 'MED-4966']","[390.3742370698156, 252.38121160817062, 187.93993151399835, 182.70345848256633, 177.37493362060337, 177.37493362060337, 163.59331094894907, 149.12619096453687, 149.12619096453687, 140.65123602960736, 129.28185064074174]",0.9140353750967904
PLAIN-24,"['MED-2650', 'MED-2623', 'MED-2465', 'MED-128', 'MED-2478', 'MED-2633', 'MED-2640', 'MED-2485', 'MED-1769', 'MED-1272', 'MED-931']","[313.777984104475, 258.87639287864704, 258.87639287864704, 185.65185692122222, 185.65185692122222, 163.16538040700166, 130.97686517372998, 130.97686517372998, 120.10335068966397, 95.30114213196705, 70.52401307831298]",0.8919537207773445
PLAIN-25,"['MED-2668', 'MED-133', 'MED-2663', 'MED-2670', 'MED-138', 'MED-1500', 'MED-3945', 'MED-4585', 'MED-4198', 'MED-3044']","[449.4062185124893, 410.4864731612467, 410.4864731612467, 271.93007745680023, 271.93007745680023, 224.48736225773396, 139.44520799900943, 138.5881401075725, 92.22756378287976, 91.76977943083632]",0.8978702998160449
PLAIN-26,"['MED-141', 'MED-335', 'MED-3499', 'MED-4355', 'MED-5075', 'MED-1570', 'MED-4660', 'MED-3527', 'MED-4531', 'MED-4959']","[233.74796261939625, 183.79180855382182, 183.37121614213999, 101.34000395282011, 100.95029890437166, 59.334437374770815, 52.84361199270017, 38.5554730437676, 37.166533489054494, 36.94035779486708]",0.9802141563333824
PLAIN-27,"['MED-145', 'MED-2677', 'MED-146', 'MED-4472', 'MED-317', 'MED-1417', 'MED-3633', 'MED-4675', 'MED-3044', 'MED-2206']","[561.7435868529915, 547.1002671419573, 321.89547141843946, 306.15631550420153, 256.421292463684, 178.43841554363888, 157.98397675520818, 134.6732893066103, 130.33343131048545, 123.12435731948808]",0.9591673259169133
PLAIN-28,"['MED-150', 'MED-151', 'MED-2698', 'MED-889', 'MED-708', 'MED-1783', 'MED-1019', 'MED-4676', 'MED-4490', 'MED-2284']","[304.04857515958656, 274.08374305634646, 274.08374305634646, 267.96523356119377, 127.94001424013275, 110.43577549867726, 109.0148163693226, 94.236276747633, 90.25234470503244, 89.74373692602606]",0.9390285304578108
PLAIN-29,"['MED-154', 'MED-2693', 'MED-5083', 'MED-2957', 'MED-2948', 'MED-4413', 'MED-2285', 'MED-5084', 'MED-708', 'MED-997']","[288.34568317869815, 288.34568317869815, 231.74797167512833, 230.74081737908452, 230.74081737908452, 222.7872810984597, 200.87164450618957, 196.42993775907448, 111.93338146605475, 77.38230779772708]",0.8833321218805614
PLAIN-31,"['MED-160', 'MED-2714', 'MED-3669', 'MED-158', 'MED-4811', 'MED-3460', 'MED-2618', 'MED-438', 'MED-895', 'MED-723']","[548.6082856037262, 346.0285864893858, 334.55672390171594, 202.98972309115743, 194.33315329411153, 191.2335937064817, 165.49768224833554, 159.43648873290036, 124.24041885963429, 82.98817959142757]",0.9245398795587506
PLAIN-32,"['MED-963', 'MED-4429', 'MED-3654', 'MED-4675', 'MED-860', 'MED-1573', 'MED-4362', 'MED-2206', 'MED-4660', 'MED-3603']","[432.20873791307366, 401.140094696697, 200.3943681455715, 182.28081460104195, 159.9962274528101, 145.33037399123103, 106.04064589426054, 97.61156960460028, 70.79335303494955, 69.04851931252814]",0.9703623927508779
PLAIN-33,"['MED-2717', 'MED-4728', 'MED-4868', 'MED-4264', 'MED-1987', 'MED-5314', 'MED-4966', 'MED-4198', 'MED-1847', 'MED-2074']","[299.4110174999407, 124.14564627003367, 105.71994314733124, 98.11115696645408, 94.2305192590824, 86.99906400604118, 82.15902568642863, 69.93657982672354, 61.144292347826195, 60.04086229468373]",0.9534339294887482
PLAIN-34,"['MED-2725', 'MED-176', 'MED-1488', 'MED-2284', 'MED-326', 'MED-1958', 'MED-1811', 'MED-2831', 'MED-2089', 'MED-4746']","[582.9782975823045, 582.9782975823045, 180.32956648531447, 174.70248897260998, 141.0468446584816, 135.81268586567356, 134.49293650027744, 128.09719333430186, 73.04302710314313, 67.3748885295258]",0.9353184079030723
PLAIN-35,"['MED-179', 'MED-2745', 'MED-180', 'MED-1801', 'MED-1255', 'MED-4426', 'MED-3000', 'MED-7', 'MED-5108', 'MED-5110']","[511.1454107307056, 511.1454107307056, 370.33685323785414, 224.76675133179953, 224.76675133179953, 211.53113537322034, 180.7189873720687, 173.08626248395277, 96.93236290736716, 91.25950524963955]",0.8943602903889996
PLAIN-36,"['MED-2743', 'MED-2745', 'MED-1801', 'MED-1255', 'MED-4426', 'MED-4427', 'MED-4959', 'MED-4489', 'MED-5108', 'MED-2468']","[561.9778298381049, 399.5901685946678, 265.48268829937837, 265.48268829937837, 206.10545770186076, 165.68351020403057, 117.75152839285288, 90.70998904920211, 77.93964820920056, 60.557245493866645]",0.9007070521343026
PLAIN-37,"['MED-185', 'MED-2748', 'MED-5126', 'MED-1144', 'MED-1162', 'MED-1148', 'MED-1573', 'MED-4959', 'MED-559', 'MED-4966']","[244.82888084134737, 244.82888084134737, 151.45269732846862, 138.2056460013612, 130.087186222032, 121.93145053021009, 64.80772780342674, 56.94659391652208, 54.498842248936235, 52.94033462562396]",0.935719079244466
PLAIN-38,"['MED-2750', 'MED-187', 'MED-2753', 'MED-839', 'MED-2402', 'MED-5026', 'MED-4114', 'MED-1573', 'MED-4959', 'MED-4839']","[292.5626322535947, 292.5626322535947, 292.07441632981045, 236.59939203989387, 230.23185002339397, 226.0802289932484, 163.7060593870808, 151.5447369814201, 140.21120145248454, 110.5547155830018]",0.8979551493340087
PLAIN-40,"['MED-2758', 'MED-4925', 'MED-4923', 'MED-2760', 'MED-2761', 'MED-4873', 'MED-1119', 'MED-3852', 'MED-4198', 'MED-4676', 'MED-4362']","[386.21513776735577, 385.6369867556839, 385.6369867556839, 381.51586761176964, 370.3222346070727, 179.72809742095305, 111.01437973706233, 111.01437973706233, 92.1910991070202, 89.69709300575832, 87.64730587862935]",0.8700510595903931
PLAIN-41,"['MED-1713', 'MED-2284', 'MED-5299', 'MED-3577', 'MED-5281', 'MED-113', 'MED-4676', 'MED-4675', 'MED-3091', 'MED-3077', 'MED-1270']","[176.58800658669668, 167.77255797718416, 133.31474915613194, 121.74628241227225, 79.49369517025661, 68.68952855833824, 45.20486251126564, 45.20486251126564, 42.75826418426339, 42.75826418426339, 41.996558344909374]",0.8819465644600509
PLAIN-42,"['MED-1047', 'MED-4443', 'MED-2541', 'MED-1216', 'MED-1987', 'MED-4796', 'MED-4355', 'MED-1570', 'MED-1270', 'MED-4966', 'MED-1482']","[212.35515949649346, 118.1773789449974, 117.0265767525205, 98.01336124023747, 94.71796036183171, 92.37598485527297, 90.91952818147001, 87.93857248375359, 83.90122414594877, 82.46034073639665, 81.42843106549785]",0.9473358736656924
PLAIN-43,"['MED-204', 'MED-2774', 'MED-202', 'MED-904', 'MED-3075', 'MED-323', 'MED-2055', 'MED-4399', 'MED-2054', 'MED-5108']","[452.38869814831133, 452.38869814831133, 413.550850326465, 248.62521325040512, 184.03692184990933, 184.03692184990933, 153.1126176200132, 139.7753295475605, 139.54180527752666, 131.9997357069631]",0.8766083067292952
PLAIN-44,"['MED-5000', 'MED-113', 'MED-215', 'MED-4838', 'MED-336', 'MED-3068', 'MED-3078', 'MED-872', 'MED-4529', 'MED-1028', 'MED-4091']","[409.11458497344637, 392.77439205254944, 392.77439205254944, 171.95033571025962, 116.68516102771774, 116.68516102771774, 116.68516102771774, 113.82023924804291, 112.51590441179498, 91.93567797078035, 84.15983459450622]",0.8726678733607525
PLAIN-46,"['MED-5137', 'MED-2781', 'MED-52', 'MED-4747', 'MED-5084', 'MED-4198', 'MED-4746', 'MED-3528', 'MED-1853', 'MED-4531']","[317.9408106022513, 135.40378210022396, 103.47073877797965, 102.93155046036706, 99.51999194731076, 95.8375392536123, 87.14038969633955, 78.32079956723514, 73.1866475724756, 72.7173155458786]",0.9697059488404679
PLAIN-47,"['MED-223', 'MED-2281', 'MED-1947', 'MED-224', 'MED-2804', 'MED-3663', 'MED-2781', 'MED-3503', 'MED-4746', 'MED-4320', 'MED-855']","[423.4277745136425, 228.4090469621722, 218.6151864831063, 182.09000150107263, 182.09000150107263, 133.31183636739783, 127.490775204777, 126.98312085589127, 98.55959920513756, 90.07058509618167, 86.35714076680658]",0.9131345107407777
PLAIN-49,"['MED-2314', 'MED-1947', 'MED-4844', 'MED-4868', 'MED-1028', 'MED-5303', 'MED-1843', 'MED-3052', 'MED-3039', 'MED-4528', 'MED-4533']","[392.8016974680378, 274.5175893215068, 126.137594396198, 119.73954651383183, 112.13578714654432, 105.72068512267971, 96.70435547146398, 85.13185431885313, 85.13185431885313, 70.5571423246856, 70.5571423246856]",0.9215019282767457
PLAIN-50,"['MED-231', 'MED-4320', 'MED-2699', 'MED-3602', 'MED-2630', 'MED-1788', 'MED-739', 'MED-2055', 'MED-4529', 'MED-1769', 'MED-4951']","[515.1952580746429, 160.7044347476104, 149.64899382165507, 103.08649234797326, 98.86096114892354, 98.44311592181894, 96.12595886390858, 74.76927839234854, 62.751444552330305, 60.894363084789276, 60.894363084789276]",0.9582361616945525
PLAIN-51,"['MED-233', 'MED-231', 'MED-760', 'MED-4415', 'MED-4346', 'MED-4320', 'MED-2281', 'MED-3503', 'MED-554', 'MED-1028']","[517.4643332613387, 517.4643332613387, 307.46540290972985, 266.3694786741485, 251.10692046149808, 196.06600697320332, 163.49757058046958, 158.71777983774288, 158.71777983774288, 100.64494801235551]",0.8851498181297999
PLAIN-52,"['MED-3575', 'MED-1801', 'MED-1255', 'MED-3646', 'MED-4355', 'MED-3384', 'MED-4362', 'MED-3065', 'MED-855', 'MED-3633']","[445.2281893374778, 206.31902157629028, 206.31902157629028, 198.96740892212966, 177.83392673363863, 163.5534039173572, 130.60770294772982, 111.17207886913852, 67.00440235607047, 66.22811410959724]",0.9365232374943226
PLAIN-53,"['MED-2878', 'MED-2280', 'MED-3397', 'MED-2922', 'MED-1774', 'MED-1029', 'MED-2617', 'MED-4540', 'MED-4965', 'MED-1570', 'MED-4531']","[229.48571119474772, 147.32649620731658, 107.49308790630516, 89.61118150097113, 79.74334313970911, 75.34746979870674, 75.33925724247668, 72.47969012102055, 62.175639915099104, 50.30073741698064, 46.7104196189043]",0.9485620884255334
PLAIN-54,"['MED-2880', 'MED-2866', 'MED-2280', 'MED-3640', 'MED-3743', 'MED-2924', 'MED-913', 'MED-2616', 'MED-4884', 'MED-5212']","[352.5650058840401, 352.5650058840401, 133.3573595899872, 118.64315203412268, 118.04789435132912, 110.40580701100302, 97.94603988214838, 85.65716775932124, 65.408221310141, 56.940349866145326]",0.9535669770061864
PLAIN-55,"['MED-2862', 'MED-2889', 'MED-250', 'MED-696', 'MED-4385', 'MED-4712', 'MED-5142', 'MED-4675', 'MED-3602', 'MED-4198']","[468.32471205090053, 287.77131869996504, 287.77131869996504, 242.42272591004416, 242.42272591004416, 227.8014207269428, 82.92765616967537, 74.2624156693101, 69.71550005314656, 67.87260760358237]",0.9017072948226843
PLAIN-56,"['MED-2897', 'MED-4384', 'MED-2899', 'MED-2887', 'MED-694', 'MED-860', 'MED-5172', 'MED-3475', 'MED-3710', 'MED-4811']","[388.9912173190351, 388.9912173190351, 183.20788833692308, 183.20788833692308, 144.6101417586668, 144.6101417586668, 132.7145910727625, 123.39782278016082, 98.56165622906596, 80.54307138589111]",0.9131264248971415
PLAIN-57,"['MED-5097', 'MED-4737', 'MED-1267', 'MED-4490', 'MED-7', 'MED-4966', 'MED-4839', 'MED-2661', 'MED-2485', 'MED-3093']","[329.9913938466464, 204.4540715645417, 142.0358601510404, 139.5127024431008, 137.51718946681484, 128.7173071170739, 125.66392078487328, 125.39458917103464, 125.39458917103464, 83.61128237494114]",0.9284129831370511
PLAIN-58,"['MED-3465', 'MED-2050', 'MED-2924', 'MED-138', 'MED-2746', 'MED-2280', 'MED-4118', 'MED-3945', 'MED-1570', 'MED-5109', 'MED-4399']","[526.2000183816243, 332.2752364028586, 232.7162120321204, 181.61249845575833, 167.07382517318342, 159.7079666843161, 125.66796484051986, 116.94837559031343, 107.29998657216315, 101.53334865812339, 91.37986065596536]",0.9639888716716898
PLAIN-59,"['MED-2939', 'MED-5142', 'MED-522', 'MED-3160', 'MED-376', 'MED-5216', 'MED-557', 'MED-5221', 'MED-3528', 'MED-4921', 'MED-1769']","[288.6189734357018, 139.36901090088045, 125.97088175758245, 125.97088175758245, 125.97088175758245, 115.11831401030875, 101.91382682495062, 89.91461736036781, 67.31875860494159, 61.26824518464423, 58.88865057873313]",0.8902279182920432
PLAIN-60,"['MED-2943', 'MED-5335', 'MED-427', 'MED-5142', 'MED-5133', 'MED-1958', 'MED-5248', 'MED-5201', 'MED-4746', 'MED-4198']","[298.5736287632051, 169.7907349742227, 131.30204749596814, 102.25038952607859, 98.1752740442826, 97.79531319074887, 95.68387069504438, 89.8168668472764, 87.39585616473124, 84.64656675009888]",0.9433338457025197
PLAIN-61,"['MED-279', 'MED-2692', 'MED-4203', 'MED-5084', 'MED-917', 'MED-4712', 'MED-4490', 'MED-4944', 'MED-2088', 'MED-2206']","[485.1752819734207, 299.18309436432145, 283.7818377343958, 272.01610629648803, 213.33303346134215, 201.550910279115, 185.44419110586503, 176.83601663542814, 174.2574244544507, 111.18835139835299]",0.9604710329545606
PLAIN-63,"['MED-3734', 'MED-148', 'MED-2957', 'MED-3475', 'MED-708', 'MED-1783', 'MED-840', 'MED-4198', 'MED-4660', 'MED-1028']","[231.4889174450985, 189.32262768128612, 178.17163745462614, 123.87085470579109, 116.03910347477724, 111.86183372613802, 108.98749191517153, 93.13284946443605, 54.76550577949875, 54.64574163101182]",0.9738611467475029
PLAIN-64,"['MED-522', 'MED-2511', 'MED-4203', 'MED-2686', 'MED-2698', 'MED-2191', 'MED-855', 'MED-4392', 'MED-1783', 'MED-1570']","[309.1037444130103, 274.9162757455701, 265.4695702958182, 224.48761415509392, 195.89876418965156, 159.69462543950613, 95.6088143932233, 93.70842993666929, 88.95448449787314, 85.8925221389909]",0.9427229238358839
PLAIN-65,"['MED-286', 'MED-1709', 'MED-1998', 'MED-2394', 'MED-4676', 'MED-2009', 'MED-4868', 'MED-4746', 'MED-1288', 'MED-4198']","[189.60985072834188, 117.6933574701602, 103.68362648829724, 85.7359194265443, 71.618673417765, 66.72431823148824, 58.649463542161016, 40.646033798218056, 38.9556230108287, 38.86549677043211]",0.9627628823028627
PLAIN-66,"['MED-2098', 'MED-2073', 'MED-2201', 'MED-4554', 'MED-2897', 'MED-4916', 'MED-2745', 'MED-4959', 'MED-727', 'MED-1573']","[270.47767410882227, 190.64748385468906, 173.87602355517856, 140.58262135250686, 108.95491242134659, 103.62616762502373, 91.14295177596597, 74.03905848985124, 65.94980849358772, 57.060909597264164]",0.9466942280340305
PLAIN-67,"['MED-2985', 'MED-869', 'MED-1337', 'MED-92', 'MED-1340', 'MED-5145', 'MED-4746', 'MED-4139', 'MED-2281', 'MED-732', 'MED-5110']","[414.769790298488, 191.16305240327935, 145.56260422200862, 141.7161435483864, 118.98972682130187, 113.82211047144231, 83.92315792726389, 81.97633922647195, 81.4862952175788, 78.89777317891394, 68.66231441550639]",0.9289851498737112
PLAIN-68,"['MED-2991', 'MED-297', 'MED-179', 'MED-3074', 'MED-3089', 'MED-5188', 'MED-931', 'MED-2468', 'MED-5075', 'MED-855']","[432.78426872067297, 432.78426872067297, 245.8764484456626, 199.08975063098507, 184.11793188601376, 162.00042639865342, 63.229838943379036, 61.52735635151411, 44.933156264998296, 36.391952695978176]",0.9263501433539053
PLAIN-69,"['MED-2994', 'MED-3091', 'MED-461', 'MED-3343', 'MED-3382', 'MED-895', 'MED-4859', 'MED-4528', 'MED-5122', 'MED-2206', 'MED-855']","[220.1697886870065, 131.1051225989644, 110.27833379156118, 110.27833379156118, 95.65608411536023, 78.75157266578488, 74.54533920996833, 67.56396012483893, 63.99798514405945, 52.347467797767194, 36.27276726699173]",0.9354985702563621
PLAIN-70,"['MED-1188', 'MED-1047', 'MED-4609', 'MED-1190', 'MED-2590', 'MED-1028', 'MED-965', 'MED-3175', 'MED-387', 'MED-855', 'MED-736']","[238.77486535774145, 237.32492267844964, 202.50281385434303, 192.6226788212128, 180.5160600331357, 145.0295691817684, 141.77461836185438, 130.1505690053213, 130.1505690053213, 104.93870993037552, 89.05154110507141]",0.9198357790633869
PLAIN-71,"['MED-4609', 'MED-2111', 'MED-2432', 'MED-1874', 'MED-4676', 'MED-4198', 'MED-4956', 'MED-1119', 'MED-4123', 'MED-4127', 'MED-4746']","[213.54843167267222, 202.77571525741243, 199.6463771804638, 199.6463771804638, 105.00815722125876, 91.9413315448575, 77.50883999704257, 75.98022971832967, 68.13256371438418, 68.13256371438418, 64.89255578981836]",0.889887722329312
PLAIN-72,"['MED-5099', 'MED-2914', 'MED-1289', 'MED-134', 'MED-4531', 'MED-383', 'MED-3169', 'MED-1843', 'MED-1573', 'MED-2485', 'MED-1769']","[345.7730015838449, 291.711825862598, 156.2241702138673, 153.27624501817152, 146.5825889590689, 122.96556964631134, 122.96556964631134, 121.26583002827644, 100.56518310413267, 98.36475635483718, 77.04411779893924]",0.9328954105770427
PLAIN-73,"['MED-308', 'MED-5097', 'MED-4531', 'MED-4529', 'MED-1624', 'MED-1843', 'MED-855', 'MED-4811', 'MED-854', 'MED-5133', 'MED-4951']","[368.6850050246441, 244.26322621482583, 126.23000633507425, 105.84854291613351, 91.80120671844418, 83.4620063504222, 73.52399964786888, 71.69100403814538, 64.88249570385075, 63.752446092956745, 49.82887004296212]",0.9617477083292953
PLAIN-74,"['MED-3050', 'MED-3055', 'MED-313', 'MED-316', 'MED-3044', 'MED-5299', 'MED-4868', 'MED-4028', 'MED-5248', 'MED-855']","[369.2547746639592, 335.7903681112504, 334.0345539216569, 204.55572283752582, 204.55572283752582, 130.41535096900506, 115.2931227990156, 113.1768516677859, 78.15584745629114, 70.94384008779615]",0.9256224030776221
PLAIN-75,"['MED-3055', 'MED-3043', 'MED-316', 'MED-1108', 'MED-4822', 'MED-4868', 'MED-2176', 'MED-620', 'MED-2206', 'MED-4959']","[200.49853119005883, 142.7006445021355, 90.83753138038507, 79.23040783019587, 79.01433417460049, 72.48256037672856, 59.80761049639212, 48.51119567467466, 37.792311452937014, 35.837381921597924]",0.9446032269000868
PLAIN-76,"['MED-3092', 'MED-3090', 'MED-331', 'MED-3079', 'MED-3063', 'MED-3599', 'MED-1168', 'MED-4811', 'MED-4531', 'MED-727', 'MED-4660']","[293.7810591863679, 218.8760504479588, 145.85122234095718, 145.85122234095718, 108.88186126017995, 95.65141229187796, 85.10450000179435, 73.82591915606758, 67.0965493105759, 48.6213441356476, 42.99142317061025]",0.936959963511366
PLAIN-77,"['MED-3079', 'MED-3084', 'MED-3096', 'MED-3066', 'MED-2567', 'MED-5110', 'MED-4355', 'MED-4969', 'MED-5109', 'MED-1570']","[391.06115996528627, 278.0842256320906, 278.0842256320906, 236.7701475148728, 122.44304658860014, 90.76963837318077, 81.31225430922079, 80.68479321906605, 75.97207669566667, 63.64683809883507]",0.9242827389903537
PLAIN-78,"['MED-334', 'MED-332', 'MED-4327', 'MED-81', 'MED-88', 'MED-4317', 'MED-3071', 'MED-4746', 'MED-426', 'MED-4362', 'MED-4969']","[421.1011064568764, 394.52552425730846, 348.1012391250734, 207.5636405282521, 207.5636405282521, 202.57319340424843, 184.17581893836896, 145.70098134668942, 103.4519001134048, 82.99288087464664, 82.99288087464664]",0.947768395961766
