ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13
MED-392,,0.96720475,,0.0267557,,,,,,,,,,
MED-393,,0.99290955,,,,,,,,,,,,
MED-394,,,,,0.22158107,0.77144593,,,,,,,,
MED-395,,0.6963545,,0.29577887,,,,,,,,,,
MED-396,,,,,,,0.99483997,,,,,,,
MED-397,,,,,,,0.9513847,0.042020757,,,,,,
MED-398,,,,,0.70668066,0.28123996,,,,,,,,
MED-399,,0.76712596,,0.12666555,0.09818739,,,,,,,,,
MED-400,,,,,,,0.99497825,,,,,,,
MED-401,,,,,0.98476726,,,,,,,,,
MED-402,,,,,0.15630972,,0.83804715,,,,,,,
MED-403,,,,,0.35000306,,0.63719684,,,,,,,
MED-404,,,,,,,0.9923233,,,,,,,
MED-405,,,,,,,0.9960625,,,,,,,
MED-406,,,,,,,0.98956233,,,,,,,
MED-407,,,,,,,0.98978966,,,,,,,
MED-408,,,,,0.114872694,,0.8780355,,,,,,,
MED-409,,,,,,,0.992796,,,,,,,
MED-410,,,,,,,0.9909812,,,,,,,
MED-411,,,,,,,0.9919222,,,,,,,
MED-412,,,,,0.011372306,,0.9812339,,,,,,,
MED-413,,0.30919152,0.17462994,,,,0.5105629,,,,,,,
MED-414,,,,,,,0.9918486,,,,,,,
MED-415,,0.2945205,,,,,0.6993982,,,,,,,
MED-416,,,,,0.117888525,,0.87654054,,,,,,,
MED-417,,0.69047004,,0.19052345,,,0.11380139,,,,,,,
MED-418,,0.61622924,,,,,0.37727213,,,,,,,
MED-419,,0.80562425,,,0.056348544,,0.12948404,,,,,,,
MED-420,,,,,,,0.99250937,,,,,,,
MED-421,,0.9667411,,0.02721946,,,,,,,,,,
MED-422,,0.7663898,,0.118898086,,,0.1092152,,,,,,,
MED-423,,0.06575777,,,0.15825443,,0.7701195,,,,,,,
MED-424,,,,,,,0.80913776,,,0.18377274,,,,
MED-425,,0.6941472,,,,,0.30133823,,,,,,,
MED-426,,0.13599922,,,,,0.24074079,,,,,,0.6169197,
MED-427,,,,,,,0.41959813,,,,,,0.571993,
MED-428,,0.204661,,,,,0.774421,,,,,,,
MED-429,,,,,,,0.99032015,,,,,,,
MED-430,,0.339342,,,,,0.6559696,,,,,,,
MED-431,,,,,0.4525627,,0.54010755,,,,,,,
MED-432,,,,,0.99206024,,,,,,,,,
MED-433,,,,,0.6852122,,0.30834064,,,,,,,
MED-434,,,,,0.99206024,,,,,,,,,
MED-435,,,,,0.87820435,,0.11607887,,,,,,,
MED-436,,,,,0.724373,,0.2685986,,,,,,,
MED-437,,,,,,0.987096,,,,,,,,
MED-438,,0.23144828,,,,,0.2449696,,0.51872826,,,,,
MED-439,,0.41231197,,,,,0.35272616,,0.22950079,,,,,
MED-440,,,,,0.81413555,,0.15285839,,,,,,,
MED-441,,,,,0.69475317,0.16723403,0.105681665,,0.028049855,,,,,
MED-442,,0.9934552,,,,,,,,,,,,
MED-443,,0.7641332,,,,,,,0.22737527,,,,,
MED-444,,0.87686974,,,,,,,0.11811448,,,,,
MED-445,,,,,,0.73874396,0.16583665,,0.09136551,,,,,
MED-446,,0.9930654,,,,,,,,,,,,
MED-447,,,,,0.44775233,,,,0.5450403,,,,,
MED-448,,,,,,0.724811,0.07366215,,0.19259042,,,,,
MED-449,,,,,,0.23771347,,,0.7556343,,,,,
MED-450,,0.34104016,,,,0.31893992,0.067892954,,0.2666302,,,,,
MED-451,,0.99123526,,,,,,,,,,,,
MED-452,,0.3456845,,,,0.44011635,,,0.2054649,,,,,
MED-453,,0.87113637,,,,,,,0.12211177,,,,,
MED-454,,0.5740822,,,,0.41797626,,,,,,,,
MED-455,,0.16164368,,,,0.81635356,,,,,,,,
MED-456,,,,,,,0.42391393,,0.0243373,,,,,0.5454579
MED-457,,0.99296165,,,,,,,,,,,,
MED-458,,0.99244815,,,,,,,,,,,,
MED-459,,0.4410524,,,,0.554615,,,,,,,,
MED-460,,0.02729781,,,,0.5125603,0.44858196,,,,,,,
MED-461,,0.16135235,,,0.058099177,0.039810102,0.5177182,,,,,,0.21040295,
MED-462,,0.08318709,,,,,0.01226083,,,,,,0.8984103,
MED-463,,,,,,,0.7611836,,,,,,0.23195484,
MED-464,,,,,0.12070963,0.72800994,0.14132822,,,,,,,
MED-465,,,,,,,0.9493773,,,0.040760253,,,,
MED-466,,,,,,,0.9912342,,,,,,,
MED-467,,,,,,,0.9929595,,,,,,,
MED-468,,,,,,,0.9927988,,,,,,,
MED-469,,,,,,,0.9923212,,,,,,,
MED-470,,,,,,,0.9923212,,,,,,,
MED-471,,,,,,,0.6439934,0.34820667,,,,,,
MED-472,,0.89059365,,,,,0.10285791,,,,,,,
MED-473,,,,,,,0.99042124,,,,,,,
MED-474,,0.13532436,,,,,0.59888774,0.261135,,,,,,
